VARIANT_SKU, NORMALIZED_ROS 
D73008-01, 0.13 
B86101-09,
R121001-03, 0.11 
P84044-05-C, 0.12 
B149002-01,
R88031-01, 0.01 
00004556-006-FL-S-002-B2, -   
00004556-005-KI-S-006-B1, 0.00 
00004556-002-FL-M-006-B3, 0.00 
R158001-20, -   
00004556-007-CK-S-001-B2, -   
P123006-02-C, 0.25 
D143003-01, 0.48 
P84019-01-C, 0.04 
D086001-08, 0.22 
D119006-03, 0.25 
B121009-04,
00004556-006-TW-S-001-B3, -   
D150004-02, 0.02 
B86010-04, 0.26 
B86019-07, 0.18 
B86101-10,
00004556-002-KI-M-004-B1, 0.01 
R93024-01,
P20001-42, 0.02 
R151015-02, 0.08 
R54027-02, 0.08 
BSK-BTY-SMK-LRG-3, 0.03 
B15215-04, 0.07 
P81015-01-C, 0.44 
00004556-006-KI-S-005-B1, -   
R54014-02, 0.25 
00004556-006-KI-S-001-B1, 0.01 
B86025-01, 0.29 
00004556-008-FL-S-001-B2, -   
B15207-02, 0.45 
B86018-06, 0.11 
B15209-04, 0.24 
00004556-003-TW-W-007-B2, -   
B86031-01, 0.11 
00004556-003-CK-W-002-B3, -   
R133001-03, 0.02 
B100002-01,
00004556-007-CK-S-005-B3, -   
00004556-001-QU-W-007-B3, -   
00004556-001-QU-W-004-B3, -   
P81010-02-C,
00004556-002-KI-W-002-B2, 0.01 
00004556-008-FL-S-006-B2, -   
00004556-003-CK-M-003-B3, -   
B121001-05, 0.04 
B86007-33, 0.20 
C97009-03, 0.08 
R61010-05, 0.01 
P056074-01-C, 0.05 
00004556-003-KI-M-006-B1, -   
R120009-02, 0.01 
B121002-05,
R120024-03,
B121007-02,
P84060-02-C, 0.09 
aqoe-rustic-pouring-lg, 0.47 
R54024-01,
00004556-008-CK-S-002-B2, -   
00004556-001-KI-M-005-B1, -   
00004556-005-QU-S-005-B2, -   
B116001-02, 0.29 
B86011-02, 0.07 
A65097-01, 0.01 
B86013-09, 0.37 
B86009-33, 0.19 
A65045-01, 0.01 
A65010-01,
A65099-01, 0.01 
D121002-04, 0.90 
B121002-01, 0.43 
R54013-01, 0.15 
B86011-07, 0.63 
B86028-02, 0.06 
C97005-02, 0.09 
D141001-07, 0.04 
P126013-01-C, 0.23 
R120037-09, -   
P81014-01-C, 0.28 
B86007-27, 0.37 
B144003-01, 0.22 
BSK-GRP-NAT-XLG, -   
B86103-21, 0.03 
B86036-02, 0.06 
B121018-02, 0.09 
D86002-01,
R88018-05, 0.04 
R93020-02,
D84006-01, 0.05 
R141009-06, 0.02 
B121015-02, 0.19 
B86023-10, 0.67 
D86005-03,
B83001-07, 0.10 
R88017-04, 0.06 
B86021-09, 0.04 
D74002-02-K, 0.59 
R141004-02, 0.05 
B86103-02, 0.00 
D121012-01, 0.22 
B121015-04, 0.19 
SWA-CRY-010, 0.42 
P56022-01-C, 0.10 
P141001-03-C,
P141001-01-C, 1.00 
00004556-005-TW-S-004-B1, -   
R120047-03, 0.01 
002560062-016-U-S-007, 0.01 
B86015-07, 0.59 
00004556-001-KI-M-001-B1, 0.02 
R93004-04, 0.03 
R121001-05, 0.04 
D120006-02, 0.04 
R93034-05, 0.02 
P56048-02-C, 0.23 
R88009-03,
R88033-05,
R88029-01, 0.03 
00004556-002-KI-M-002-B2, 0.01 
T84008-02, 0.49 
R120035-05, 0.02 
R120030-06,
00004556-003-QU-M-001-B3, 0.00 
00004556-002-FL-M-001-B2, 0.00 
00004556-002-CK-M-006-B2, 0.00 
R120016-02, 0.05 
B86012-06, 0.35 
00004556-002-TW-W-005-B3, -   
B86016-02, 0.04 
TP13001-01,
P126014-01-C, 0.25 
F147009-01, 0.09 
B86100-23,
0118316-011-LG-S-008, 0.01 
P84056-02-C, 0.19 
D150008-01, 1.00 
00004556-003-FL-M-007-B2, -   
R120024-05,
P56014-01-C, 0.05 
01027841-015-U-A-001, 0.08 
T58044-01, 0.09 
S104002-01,
R120005-03, 0.09 
R120001-01,
00004556-002-FL-W-002-B2, -   
R88026-01,
P122004-01-C, 0.05 
00004556-001-CK-M-006-B1, -   
R141026-07, 0.01 
00004556-001-QU-M-004-B2, 0.00 
P126002-01-C, 0.07 
R120022-04,
B121028-01, 0.17 
R93040-06, 0.08 
R133001-02, 0.05 
00004556-002-TW-M-006-B1, -   
P56049-02-C, 0.24 
R120042-05, 0.02 
00004556-001-TW-M-004-B2, -   
R54027-03,
00004556-001-QU-W-006-B3, -   
F82003-03, 0.17 
R93018-02, 0.03 
R88037-04, 0.03 
P123009-03-C, 0.59 
P123009-04-C, 0.58 
00004556-005-KI-S-005-B2, -   
00004556-003-FL-M-005-B2, -   
B86100-19, 0.03 
R88029-05, 0.01 
R114002-01,
00004556-007-FL-S-001-B2, -   
R106003-05,
00004556-008-TW-S-004-B1, -   
R120015-06, 0.08 
00004556-002-KI-W-007-B2, 0.01 
B121016-05, 0.25 
00004556-002-QU-M-005-B1, 0.02 
B15203-04, 0.06 
D104001-01, 0.47 
00004556-009-CK-S-002-B1, -   
R120049-06, 0.06 
00004556-007-KI-S-007-B1, 0.01 
R93045-03, 0.02 
00004556-002-QU-M-003-B1, -   
00004556-003-QU-M-007-B1, -   
00004556-005-QU-S-001-B3, 0.00 
B86019-08, 0.21 
R120018-02, 0.07 
B86009-20,
B86020-30, 0.01 
SWA-CRY-012, 0.17 
00004556-009-TW-S-002-B1, -   
R120039-06, 0.06 
R84002-01,
00004556-003-FL-M-001-B1, -   
00004556-003-FL-W-002-B3, -   
B86001-22, 0.02 
B121001-03, 0.05 
00004556-006-FL-S-005-B2, -   
P84022-04-C,
B121016-04, 0.23 
00004556-001-KI-W-002-B1, -   
00004556-002-TW-W-004-B3, -   
T58048-01, 0.30 
T58013-03, 0.29 
P84071-01-C, 0.14 
00004556-007-CK-S-006-B2, 0.01 
P123011-03-C, 0.16 
R141013-07, 0.07 
00004556-005-FL-S-002-B1, -   
R120047-01, 0.02 
00004556-008-FL-S-005-B2, -   
R120038-04, 0.06 
D69004-01,
P141003-01-C, 0.04 
00004556-001-KI-W-006-B2, -   
00004556-003-KI-M-006-B2, -   
P120010-01-C, 0.60 
00004556-003-FL-M-005-B1, -   
P56054-01-C,
B86101-24,
00004556-003-QU-M-007-B3, -   
R88014-04, 0.01 
00004556-006-QU-S-007- B2, -   
B15208-05, 0.23 
R93043-06, 0.00 
00004556-001-TW-W-005-B1, -   
P56072-01-C, 0.55 
R93043-04, 0.09 
00004556-002-CK-M-003-B1, -   
B86020-01, 0.03 
P97001-02-C, 0.15 
R93006-03, 0.12 
00004556-003-QU-W-001-B1, -   
00004556-003-KI-M-004-B1, -   
00004556-003-CK-W-001-B2, 0.00 
P123011-01-C, 0.10 
TP13009-01-Q6, 0.09 
00004556-001-QU-W-007-B1, -   
B86035-01,
D121016-04, 0.28 
00004556-003-TW-W-007-B3, -   
R88018-03, 0.06 
0118316-008-U-W-004, -   
B86020-18, 0.02 
A65075-01, 0.01 
00004556-006-QU-S-001- B2, 0.00 
B121015-05, 0.21 
B86020-31,
00004556-002-QU-M-007-B1, 0.01 
00004556-003-FL-W-004-B1, -   
R141012-05, 0.01 
00004556-003-QU-W-006-B2, -   
00004556-003-FL-W-005-B2, -   
B125003-01, 0.33 
R93022-02, 0.04 
B100002-02,
00004556-002-KI-M-007-B1, 0.01 
D120006-01, 0.09 
00004556-006-CK-S-005-B3, 0.00 
00004556-008-CK-S-004-B2, -   
00004556-008-QU-S-002-B1, 0.00 
00004556-009-FL-S-004-B2, 0.00 
D73017-01,
00004556-009-KI-S-006-B3, 0.01 
00004556-006-QU-S-002 - B1, -   
D090010-01, 0.10 
R141011-02, 0.04 
R93042-07, 0.04 
R120023-05, 0.00 
R84001-04,
B86007-20,
P123008-02-C, 0.06 
T58024-01, 1.00 
P56058-02-C,
R54016-01,
B117001-30, 0.62 
R158003-04, 0.14 
00004556-002-CK-W-001-B3, 0.01 
00004556-008-KI-S-004-B2, 0.01 
B86017-07, 0.03 
00004556-009-FL-S-006-B3, -   
P120001-04-C, 1.21 
00004556-007-TW-S-004-B1, -   
00004556-001-TW-W-002-B1, -   
SWA-CRY-006, 0.60 
B86023-07,
D126010-02, 0.43 
00004556-008-KI-S-006-B2, -   
T56004-01, 0.09 
00004556-007-CK-S-001-B1, -   
00004556-002-KI-M-006-B3, 0.02 
00004556-003-TW-M-001-B1, -   
D125003-01,
R158001-01, 0.01 
00004556-001-FL-M-003-B2, -   
D150005-02, 0.26 
B86100-06, 0.00 
00004556-006-KI-S-006-B3, 0.01 
B86021-06,
D150004-01, 0.02 
B15215-01, 0.27 
B66007-02,
D121008-03, 1.24 
B86013-06, 0.20 
D121017-03, 0.97 
A65007-01, -   
D121019-03, 0.76 
B86008-32, 0.25 
D119005-02,
A65063-01,
00004556-002-QU-W-006-B3, -   
R00002-07, 0.03 
B86038-03, 0.11 
00004556-001-KI-W-006-B3, -   
D78002-03, 0.13 
D119004-01, 0.07 
00004556-003-TW-M-005-B2, -   
D115007-02, 0.05 
B86012-27, 0.43 
R120011-08, 0.01 
B112002-01,
P84036-05-C, 0.12 
B15220-05, 0.75 
B86011-32, 0.15 
00004556-001-FL-M-001-B3, -   
B86001-04, 0.07 
B86013-33, 0.13 
B121012-02,
B15211-01, 0.16 
B86003-30, 0.42 
A65087-01,
D143010-03, 0.53 
R120029-04, 0.01 
T84009-01,
00004556-004-TW-S-007-B2, -   
00004556-005-CK-S-001-B2, -   
B86018-09, 0.17 
00004556-005-TW-S-004-B2, -   
P56017-03-C, 0.50 
B121003-01, 0.62 
00004556-009-QU-S-002-B3, -   
00004556-001-CK-W-003-B3, -   
R120011-02,
R141017-03, 0.03 
P126009-01-C, 0.76 
00004556-002-CK-M-007-B3, 0.01 
P126010-01-C, 0.90 
00004556-002-QU-W-001-B2, 0.01 
P120008-04-C, 0.21 
002560062-017-U-S-004, 0.02 
R120010-02,
R141028-05, 0.02 
R93041-03, 0.04 
C10010-01, 0.01 
D104008-03, 0.76 
B15212-06, 0.07 
P120010-07-C, 1.03 
B120007-01, 0.74 
B86025-02, 0.37 
R158001-03, 0.03 
00004556-003-KI-W-004-B2, -   
R120012-03, 1.00 
