SKU,SKU_DESCRIPTION,CATEGORY,SUB_CATEGORY,COLOR_NAME,COLLECTION,SIZE,PLANNING_CATEGORY,LAUNCH_YEAR_SEASON,LAUNCH_DATE,PLANNING_STATUS,ASSORTMENT_STATUS,FULL_PRICE_RETAIL,VENDOR_NAME,VENDOR_COST,VENDOR_COST_USD,ITEM_MOQS
00004556-008-CK-S-005-B1,SUMMIT BED - CK-S-005 - HB,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,932,932,
P123011-01-C,Isidora Pillow - 18x18 - Apricot,PILLOWS,SQUARE,APRICOT,ISIDORA,"18"" x 18""",PILLOWS - ACCENT,2025 SPRING,2025-04-28 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,169,Texturable Decor,38,38,
D107001-01-K,Brass Incense Set,ACCENTS,CANDLES/CANDLEHOLDERS,,,,ACCENTS - CANDLE & DEC-ACC,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,75,,,0,
B86002-01-B,Stonewashed Linen Sheet Set - Queen - White,BEDDING,SHEET SETS,WHITE,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
00004556-003-FL-W-004-B2,Ridge Bed - FL-W-004 - FB,FURNITURE,BEDS,WALNUT,RIDGE,FULL,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,673,673,
R120034-05,Bela Area Rug - 6x9 - Sand,RUGS,AREA,SAND,BELA,6' x 9',RUGS - AREA + ROUND,2023 SPRING,2023-04-11 00:00:00.000,ARCHIVED,ARCHIVED,1199,Raj Overseas,468.23,468.23,
FAB-LIB-0005,Fabric - 1 Yard - Linen - Granite,FURNITURE,FABRIC,GRANITE,CUSTOM FURNITURE,,FURNITURE - STOCKED,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,Libeco Belgian Linens,23.81,23.81,
B86004-08-K,Stonewashed Linen Bed Bundle (S/7) - Full - Tan Stripe,BEDDING,BED BUNDLES,TAN STRIPE,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Sampedro,0,0,
R106005-05,Dayita Area Rug - 6x9 - Slate Blue,RUGS,AREA,SLATE BLUE,DAYITA,6' x 9',RUGS - AREA + ROUND,2023 SPRING,2023-04-11 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,999,Rich Class Decor,153.9,153.9,
R84004-01,Arvari Area Rug - 5x8,RUGS,AREA,,AVARI,5' x 8',RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
R13001-02-1,Estrellas Area Rug - 6x9 - Blue,RUGS,AREA,,ESTRELLAS,6' x 9',RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
R61014-04,Rahim Beni Ourain Rug - 10x14 - Sand,RUGS,AREA,SAND,RAHIM,10' x 14',RUGS - AREA + ROUND,2024 SUMMER,2024-08-13 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,4299,Anou (MAD),1866.2,192.618128522,
R120041-04,Danvi Area Rug - 5x8 - Sand,RUGS,AREA,SAND,DANVI,,RUGS - AREA + ROUND,CANCELLED,,ARCHIVED,PD - CANCELLED,1295,Raj Overseas,552.08,552.08,
00004556-001-QU-W-006-B3,Laurel Bed - Tall - QU-W-006 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,316,316,
T12001-01-GW,La Brisa Alpaca Throw,BLANKETS,THROWS : ALPACA,,,,BLANKETS - THROWS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
0118316-007-U-W-004,Helm Sofa - Walnut - Cotton Velvet,FURNITURE,SOFAS,,HELM,,FURNITURE - MTO,2023 FALL,2023-09-12 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,4399,The American Sofa Company (TAMSCO),1988,1988,
R120063-04,SARASI HAND-KNOTTED AREA RUG - 10'X14' - WINE,RUGS,AREA,WINE,SARASI,10' x 14',RUGS - AREA + ROUND,2026 SPRING,2026-04-15 00:00:00.000,PRE-INTRO,PD - APPROVED,3499,Surya Carpet Inc.,1330.67,1330.67,
00004556-001-KI-W-007-B3,Laurel Bed - Tall - KI-W-007 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,338,338,
00004556-001-QU-W-002-B3,Laurel Bed - Tall - QU-W-002 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,338,338,
00004556-006-KI-S-007-B2,ALPINE BED - MEDIUM - KI-S-007 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,395,395,
00004556-001-TW-W-004-B1,Laurel Bed - Tall - TW-W-004 - HB,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,884,884,
R133001-03,Salma Area Rug - 9x12 - Navy,RUGS,AREA,NAVY,SALMA,9' x 12',RUGS - AREA + ROUND,2022 FALL - LATE,2022-10-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,5399,Turquoise Mountain,2031.48,2031.48,
R54021-02,Mira Accent Rug - 3x5 - Grey,RUGS,ACCENT,GREY,MIRA,3' x 5',RUGS - ACCENT,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,379,Vida Nueva (MXN),123,6.170207429,
SS-D83001-01,Lokon Cane Headboard - Full/Queen,FURNITURE,HEADBOARDS,LIGHT NATURAL,LOKON,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Djalin,100,100,
P56068-01-C,Agata Pillow - 18x18 - Sand - Cover,PILLOWS,SQUARE,SAND,AGATA,"18"" x 18""",PILLOWS - ACCENT,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,169,Wayra,40,40,
R158001-10,Emma Area Rug  - 8x10 - Aubergine,RUGS,AREA,AUBERGINE,EMMA,,RUGS - AREA + ROUND,2025 FALL,,ARCHIVED,PD - CANCELLED,2699,Surya Carpet Inc.,952,952,
R54027-03,Mesa Accent Rug - 3x5 - Rust,RUGS,ACCENT,RUST,MESA,3' x 5',RUGS - ACCENT,2023 SUMMER,2023-07-25 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,429,Vida Nueva (MXN),3500,175.575008152,
00004556-005-FL-S-002-B1,ALPINE BED - LOW - FL-S-002 - HB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,660,660,
R93014-03,Samir Area Rug - 5x8 - Tan,RUGS,AREA,TAN,SAMIR,5' x 8',RUGS - AREA + ROUND,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,899,Qayyum,96.3,96.3,
00004556-005-QU-S-001-B3,ALPINE BED - LOW - QU-S-001 - SR/SL,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,344,344,
00004556-002-CK-M-001-B1,Laurel Bed - Low - CK-M-001 - HB,FURNITURE,BEDS,MAPLE,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,893,893,
R141023-04,Gita Washable Rug - 5x8 - Sand,RUGS,AREA,SAND,GITA,,RUGS - AREA + ROUND,2025 SPRING,,DISCONTINUED,PD - CANCELLED,399,RMC,114,114,
R106002-04,Moroccan Trellis Flatweave - 5x8,RUGS,AREA,,,5' x 8',RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,525,,,0,
00004556-009-CK-S-005-B2,SIERRA BED - CK-S-005 - FB,FURNITURE,BEDS,,SIERRA,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,372,372,
00004556-002-CK-W-001-B2,Laurel Bed - Low - CK-W-001 - FB,FURNITURE,BEDS,WALNUT,LAUREL,CAL-KING,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,453,453,
00004556-008-QU-S-001-B1,SUMMIT BED - QU-S-001 - HB,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,660,660,
P58005-01-C,Catalina Boucle Bolster Pillow - Ivory - Cover,PILLOWS,BOLSTERS,IVORY,CATALINA,"8"" x 8"" x 38""",PILLOWS - ACCENT,2020 HOLIDAY,2020-10-28 00:00:00.000,ARCHIVED,ARCHIVED,219,ALLPA,39,39,
00004556-002-KI-M-005-B2,LAUREL BED - LOW - KI-M-005 - FB,FURNITURE,BEDS,,LAUREL,KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,337,337,
B15214-03,Stonewashed Organic Cotton Percale Fitted Sheet - Cal King - Blush,BEDDING,FITTED SHEETS,BLUSH,ORGANIC COTTON PERCALE,CAL-KING,BEDDING - SHEETS ETC.,2024 SUMMER,2024-07-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,119,Synergy Lifestyles PVT. LTD.,18.9,18.9,
00004556-001-CK-M-006-B1,Laurel Bed - Tall - CK-M-006 - HB,FURNITURE,BEDS,MAPLE,LAUREL,CAL-KING,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,960,960,
D70001-02,Engobe Vase - Tall - Terracotta,ACCENTS,VASES,TERRACOTTA,ENGOBE,,ACCENTS - PLANTERS & VASES,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,99,Tributo,29,29,
P68007-02-C,Jolie Mud Cloth Pillow 18x18 - Sage - Cover,PILLOWS,SQUARE,SAGE,JOLIE,,PILLOWS - ACCENT,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,129,Ndomo Studios,9,9,
R141015-01,Lalli Hand- Knotted Area Rug - 6x9 - Tan,RUGS,AREA,,LALLI,,RUGS - AREA + ROUND,2025 SPRING,,ARCHIVED,PD - CANCELLED,999,RMC,205.2,205.2,
FAB-LIB-0001,Fabric - 1 Yard - Linen - Flax,FURNITURE,FABRIC,FLAX,CUSTOM FURNITURE,,FURNITURE - STOCKED,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,Libeco Belgian Linens,21.05,21.05,
R84010-04,Amman Area Rug - 8x10 - Olive,RUGS,AREA,OLIVE,AMMAN,8' x 10',RUGS - AREA + ROUND,2021 SPRING,2021-03-16 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1499,Vimla International,313.6,313.6,
P84054-04-C,Prisha Linen Lumbar Pillow - 12x48 - Light Aegean - Cover,PILLOWS,OVERSIZED LUMBARS,LIGHT AEGEAN,PRISHA,"12"" x 48""",PILLOWS - OVERSIZED LUMBARS,2024 SPRING,2024-03-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,139,Textile Artisans Guild aka Poornima,15,15,
B121003-06,Organic Resort Cotton Sheet Set - King - Slate Blue,BEDDING,SHEET SETS,SLATE BLUE,ORGANIC RESORT COTTON,KING,BEDDING - SHEETS ETC.,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,Veritas,0,0,
00004556-002-TW-W-001-B3,Laurel Bed - Low - TW-W-001 - SR/SL,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,282,282,
00004556-002-QU-M-003-B3,Laurel Bed - Low - QU-M-003 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2023 SPRING,2023-03-14 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,632,632,
00004556-005-KI-S-002-B2,ALPINE BED - LOW - KI-S-002 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,395,395,
R126002-04,Ediz Area Rug - 9x12,RUGS,AREA,CREAM,EDIZ,9' x 12',RUGS - AREA + ROUND,2020 HOLIDAY,2020-10-23 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,5499,Kirkit Rugs,2052,2052,
B86001-37,Stonewashed Linen- Eucalyptus - Sheet Set Full,BEDDING,SHEET SETS,EUCALYPTUS,STONEWASHED LINEN,FULL,BEDDING - SHEETS ETC.,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,299,Sampedro (EUR),86.99,101.2972453,
R120025-04,Vihan Area Rug - 9x12 - Mustard,RUGS,AREA,MUSTARD,VIHAN,9' x 12',RUGS - AREA + ROUND,2022 FALL - EARLY,2022-08-23 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1899,Raj Overseas,490.25,490.25,
P56049-02-C,Contigo Lumbar Pillow - 12x30 - Sand - Cover,PILLOWS,SMALL LUMBARS,SAND,CONTIGO,"12"" x 30""",PILLOWS - ACCENT,2020 HOLIDAY,2020-10-28 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,229,Wayra,50,50,
R93038-05,Bhakti Area Rug - 6x9 - Mushroom,RUGS,AREA,MUSHROOM,BHAKTI,6' x 9',RUGS - AREA + ROUND,2024 SPRING,2024-03-21 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,599,Qayyum,102.6,102.6,
F97021-02-F,Santo Rectangular Ottoman - Replacement Frame - Walnut,FURNITURE,OTTOMANS,WALNUT,SANTO,,FURNITURE - STOCKED,2022 FALL,2022-09-14 00:00:00.000,ARCHIVED,ARCHIVED,0,Safari Velution (EUR),240,279.4728,
R93013-01,Samir Accent Rug - 2x3 - Ecru,RUGS,ACCENT,ECRU,SAMIR,2' x 3',RUGS - ACCENT,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,179,Qayyum,14.7,14.7,
D138001-01,Teak Bath Mat - Medium,BATH,MATS,BROWN,TEAK,,BATH - MATS,2022 SPRING,2022-04-07 00:00:00.000,ARCHIVED,ARCHIVED,159,Eterna Built,37.4,37.4,
P108002-01-C,Rada Pillow - 20x20 - Indigo - Cover,PILLOWS,SQUARE,INDIGO,RADA,"20"" x 20""",PILLOWS - ACCENT,2019 JAPAN,2019-09-09 00:00:00.000,ARCHIVED,ARCHIVED,179,Takarajima Senkou,62.68,62.68,
00004556-002-QU-M-007-B3,Laurel Bed - Low - QU-M-007 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,338,338,
R93044-06,Natali Cowhide Area Rug - 8x10 - Tan,RUGS,AREA,TAN,NATALI,8' x 10',RUGS - AREA + ROUND,2024 FALL,2024-09-24 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,1499,Qayyum,304,304,
00004556-001-QU-W-006-B1,Laurel Bed - Tall - QU-W-006 - HB,FURNITURE,BEDS,WALNUT,LAUREL,QUEEN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,988,988,
B86011-37,Stonewashed Linen- Eucalyptus - Shams-Euro,BEDDING,SHAMS,EUCALYPTUS,STONEWASHED LINEN,EURO,BEDDING - SHEETS ETC.,2026 SPRING,2026-03-10 00:00:00.000,PRE-INTRO,PD - APPROVED,94,Sampedro (EUR),15.5,18.049285,
00004556-008-FL-S-005-B3,SUMMIT BED - FL-S-005 - SR/SL,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,368,368,
00004556-001-FL-M-006-B2,Laurel Bed - Tall - FL-M-006 - FB,FURNITURE,BEDS,MAPLE,LAUREL,FULL,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,331,331,
C83004-01,Tesso Lounge Chair - Frame [Component],FURNITURE,ACCENT CHAIRS,LIGHT NATURAL,TESSO,,FURNITURE - STOCKED,UNKNOWN,2020-01-01 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,950,Djalin,160,160,
D119015-02,Tikal Wood Serving Board - Arch - Large - Mahogany,TABLEWARE,SERVEWARE,MAHOGANY,TIKAL,,TABLEWARE,2021 HOLIDAY,2021-10-20 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,169,"Itza Wood, SA",31,31,
01027841-012-TW-A-001,Potomac Two-Poster Bed - Ash - TW-A-001,FURNITURE,BEDS,NATURAL ASH,POTOMAC,TWIN,FURNITURE - MTO,2025 SPRING,2025-01-13 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,3299,Gat Creek,1241,1241,
00004556-008-TW-S-005-B2,SUMMIT BED - TW-S-005 - FB,FURNITURE,BEDS,,SUMMIT,,FURNITURE - MTO,2025 SPRING,2025-02-04 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,218,218,
00004556-006-FL-S-005-B2,ALPINE BED - MEDIUM - FL-S-005 - FB,FURNITURE,BEDS,,ALPINE,FULL,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,278,278,
00004556-005-QU-S-002-B3,ALPINE BED - LOW - QU-S-002 - SR/SL,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,390,390,
00004556-003-FL-M-002-B2,Ridge Bed - FL-M-002 - FB,FURNITURE,BEDS,MAPLE,RIDGE,FULL,FURNITURE - MTO,2023 SPRING,2023-04-21 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,525,525,
B86036-03,Sateen Euro Sham - 1 Sham - White,BEDDING,SHAMS,WHITE,SATEEN,EURO,BEDDING - SHEETS ETC.,2025 FALL,2025-09-22 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,139,Sampedro (EUR),11.42,13.2982474,
P84010-02-C,Dhara Leather Lumbar Pillow - 12x20 - Natural - Cover,PILLOWS,SMALL LUMBARS,NATURAL,DHARA,"12"" x 20""",PILLOWS - ACCENT,2019 INDIA,2019-09-26 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,159,Accessories India,37,37,
TP10005-01-K,Grano Coffee Scoop,TABLEWARE,SERVEWARE : BEVERAGE,,,,TABLEWARE,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
D62019-02,Aya Vase,ACCENTS,VASES,,AYA,,ACCENTS - PLANTERS & VASES,2024 SUMMER,2024-08-12 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Alcantara (MAD),421.51,43.505769667,
00004556-006-CK-S-005-B2,ALPINE BED - MEDIUM - CK-S-005 - FB,FURNITURE,BEDS,,ALPINE,CAL-KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,372,372,
SS-T57002-02,Abrigo Bed Blanket - King,BEDDING,BED BLANKETS,,ABRIGO,KING,BEDDING - BED BLANKETS,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
A65000-05,Frame - White - 24x36,ACCENTS,ART,WHITE,ART,"24"" x 36""",ACCENTS - ART,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,"Simply Framed, Inc",145.1,145.1,
00004556-007-CK-S-005-B3,ALPINE BED - TALL - CK-S-005 - SR/SL,FURNITURE,BEDS,,ALPINE,CAL-KING,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,398,398,
SS-R0007,One-of-a-Kind: Artha Area Rug - Tobacco,RUGS,AREA,,,,RUGS - AREA + ROUND,UNKNOWN,2020-01-01 00:00:00.000,ARCHIVED,ARCHIVED,,,,0,
R93018-01,Advika Accent Rug - 2x3,RUGS,ACCENT,ECRU,ADVIKA,2' x 3',RUGS - ACCENT,2021 FALL,2021-09-14 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Qayyum,20.7,20.7,
00004556-005-QU-S-005-B1,ALPINE BED - LOW - QU-S-005 - HB,FURNITURE,BEDS,,ALPINE,QUEEN,FURNITURE - MTO,2025 SPRING,,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,628,628,
P56052-01-C,La Luna Pillow - 18x18 - Ivory - Cover,PILLOWS,SQUARE,IVORY,LA LUNA,"18"" x 18""",PILLOWS - ACCENT,UNKNOWN,2021-02-11 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,199,Wayra,58,58,
00004556-006-TW-S-001-B3,ALPINE BED - MEDIUM - TW-S-001 - SR/SL,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,344,344,
R93016-07,Artha Accent Rug - 3x5 - Olive,RUGS,ACCENT,OLIVE,ARTHA,3' x 5',RUGS - ACCENT,2022 SPRING,2022-04-07 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,369,Qayyum,39.3,39.3,
P81001-01-C,Lotha Lumbar Pillow - 16x24 - Navy/Cream - Cover,PILLOWS,SMALL LUMBARS,NAVY & CREAM,LOTHA,"16"" x 24""",PILLOWS - ACCENT,2018 INDIA,2018-09-09 00:00:00.000,ARCHIVED,ARCHIVED,129,Heirloom Naga,15,15,
B86009-23,Stonewashed Linen Shams - Standard Set (S/2) - Sand Gingham,BEDDING,SHAMS,SAND GINGHAM,STONEWASHED LINEN,STANDARD,BEDDING - SHEETS ETC.,2022 AUG GINGHAM,2022-08-09 00:00:00.000,ARCHIVED,ARCHIVED,89,Sampedro,24.49,24.49,
P84068-02-C,Seema Lumbar Pillow -12x48 - Tumeric,PILLOWS,OVERSIZED LUMBARS,TUMERIC,SEEMA,,PILLOWS - OVERSIZED LUMBARS,2025 SPRING,2025-03-25 00:00:00.000,DISCONTINUED,ACTIVE - ON HAND/ON ORDER,149,Textile Artisans Guild aka Poornima,19.5,19.5,
00004556-006-KI-S-006-B1,ALPINE BED - MEDIUM - KI-S-006 - HB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,822,822,
00004556-003-FL-M-006-B3,Ridge Bed - FL-M-006 - SR/SL,FURNITURE,BEDS,MAPLE,RIDGE,FULL,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,333,333,
00004556-001-TW-W-007-B2,Laurel Bed - Tall - TW-W-007 - FB,FURNITURE,BEDS,WALNUT,LAUREL,TWIN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,371,371,
D121021-02,Organic Plush Towels - 1 Bath Towel - Seaglass,BATH,TOWEL : BATH TOWEL,SEAGLASS,ORGANIC PLUSH,,BATH - TOWELS,2024 FALL,2024-09-23 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,44,Veritas,10.73,10.73,
C10001-01-C,Palermo Tripolina Chair - Cover - Cognac,FURNITURE,ACCENT CHAIRS,COGNAC,PALERMO,,FURNITURE - STOCKED,2016 ARGENTINA,2016-03-15 00:00:00.000,DISCONTINUED,DISCONTINUED - ON HAND,449,Palermo Leather Workshop (Big BKF),165,165,
PM1001-61,Stamped Dust Bags - 22x22,Z. MISCELLANEOUS,PACKAGING : DUST BAGS,WHITE,DUST BAGS,,Z. MISC,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,0,Metropak Inc.,2,2,
00004556-002-TW-M-007-B3,Laurel Bed - Low - TW-M-007 - SR/SL,FURNITURE,BEDS,MAPLE,LAUREL,TWIN,FURNITURE - MTO,2024 SPRING,2024-01-30 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,323,323,
PM0002-GW-2,Luxe Gift Box - Small,Z. MISCELLANEOUS,PACKAGING : GIFT BOX,BLUE,GIFT BOX,,Z. MISC,UNKNOWN,2020-01-01 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,9,Metropak Inc.,8.74,8.74,
B86018-17,Stonewashed Linen Fitted Sheet - Queen - Camel,BEDDING,FITTED SHEETS,CAMEL,STONEWASHED LINEN,QUEEN,BEDDING - SHEETS ETC.,2021 SPRING BEDDING,2021-04-07 00:00:00.000,ARCHIVED,ARCHIVED,149,Sampedro (EUR),44.85,52.2264795,
P141001-01-C,Kaloni Pillow - 20x20 - Sand - Cover,PILLOWS,SQUARE,SAND,KALONI,"20"" x 20""",PILLOWS - ACCENT,2023 SPRING,2023-04-11 00:00:00.000,ARCHIVED,ARCHIVED,229,Ock Pop Tok,54.5,54.5,
00004556-005-TW-S-002-B2,ALPINE BED - LOW - TW-S-002 - FB,FURNITURE,BEDS,,ALPINE,,FURNITURE - MTO,2024 FALL,2024-09-24 00:00:00.000,ACTIVE,ACTIVE - ON HAND/ON ORDER,,Revive Furniture Inc.,240,240,
D69001-01,Puebla Marble Tray,ACCENTS,DECORATIVE ACCESSORIES,BLACK,PUEBLA,,ACCENTS - CANDLE & DEC-ACC,2015 HOLIDAY,2015-11-11 00:00:00.000,ARCHIVED,ARCHIVED,129,Capital Studios,45,45,
