SKU,MONTH,UNIT DEMAND,UNIT SALES
B86018-27,11/1/2025,7,5
B86010-33,11/1/2025,10,5
B86018-31,11/1/2025,5,5
B86013-33,11/1/2025,7,5
B86016-31,11/1/2025,4,5
B86020-08,11/1/2025,3,5
B86011-02,11/1/2025,4,5
B86017-02,11/1/2025,2,5
R120035-07,11/1/2025,4,5
R54015-01,11/1/2025,7,5
B144004-04,11/1/2025,13,5
R121001-01,11/1/2025,6,5
R93032-07,11/1/2025,3,5
R93016-03,11/1/2025,4,5
R93012-07,11/1/2025,4,5
B60008-01,11/1/2025,0,5
T58029-01,11/1/2025,0,5
P84056-03-C,11/1/2025,20,5
R54014-01,11/1/2025,4,5
R54013-02,11/1/2025,4,5
R54014-02,11/1/2025,12,5
0118316-011-SM-S-005,11/1/2025,2,5
B121017-04,11/1/2025,7,5
B121015-03,11/1/2025,10,5
B121020-05,11/1/2025,9,5
B121020-03,11/1/2025,8,5
B121026-12,11/1/2025,7,5
B13402-01,11/1/2025,3,5
R120006-06,11/1/2025,2,5
P123008-02-C,11/1/2025,2,5
C79006-02,11/1/2025,12,5
D84020-01,11/1/2025,0,5
B83001-05,11/1/2025,6,5
R93028-04,11/1/2025,0,5
R93019-01,11/1/2025,2,5
R171017-07,11/1/2025,2,5
R171017-02,11/1/2025,4,5
00004556-002-KI-M-001-B2,11/1/2025,2,5
00004556-002-KI-M-001-B1,11/1/2025,2,5
00004556-002-KI-M-001-B3,11/1/2025,2,5
T139008-03,11/1/2025,1,5
P84046-01-C,11/1/2025,22,5
R120019-03,11/1/2025,7,5
R93042-04,11/1/2025,1,5
B15208-02,11/1/2025,14,5
B15210-08,11/1/2025,15,5
B15208-05,11/1/2025,12,5
B15208-04,11/1/2025,7,5
B15212-06,11/1/2025,4,5
B15205-06,11/1/2025,3,5
R141027-01,11/1/2025,6,5
D129005-01,11/1/2025,7,5
R88037-06,11/1/2025,3,5
P84020-04-C,11/1/2025,19,5
P84018-03-C,11/1/2025,8,5
R93005-02,11/1/2025,11,5
R93006-01,11/1/2025,1,5
F148001-Q,11/1/2025,5,5
R00002-11,11/1/2025,4,5
R00002-06,11/1/2025,34,5
R141029-06,11/1/2025,4,5
R88018-02,11/1/2025,3,5
F82003-02,11/1/2025,5,5
C82003-01,11/1/2025,6,5
B86037-03,11/1/2025,9,5
B86033-03,11/1/2025,6,5
B86038-03,11/1/2025,6,5
B86024-02,11/1/2025,7,5
B86028-01,11/1/2025,6,5
B86030-01,11/1/2025,9,5
P84068-01-C,11/1/2025,3,5
R141010-09,11/1/2025,5,5
P97001-04-C,11/1/2025,3,5
R88036-08,11/1/2025,2,5
D119017-02,11/1/2025,1,5
F137001-01,11/1/2025,5,5
D141001-06,11/1/2025,0,5
D141001-10,11/1/2025,0,5
B86003-32,11/1/2025,33,4
B86016-29,11/1/2025,5,4
B86019-06,11/1/2025,10,4
B86002-31,11/1/2025,24,4
B86019-19,11/1/2025,6,4
B86011-29,11/1/2025,16,4
B86012-31,11/1/2025,20,4
B86010-01,11/1/2025,16,4
B86016-27,11/1/2025,6,4
B86019-31,11/1/2025,4,4
B86015-02,11/1/2025,0,4
B86002-30,11/1/2025,21,4
B86016-16,11/1/2025,9,4
B86016-04,11/1/2025,4,4
B86019-02,11/1/2025,0,4
D135001-01,11/1/2025,2,4
R120005-03,11/1/2025,4,4
P56069-01-C,11/1/2025,22,4
D154004-02,11/1/2025,3,4
R93032-05,11/1/2025,3,4
R93010-09,11/1/2025,2,4
R93016-04,11/1/2025,8,4
01027841-013-U-A-000,11/1/2025,6,4
01027841-013-U-W-001,11/1/2025,4,4
01027841-015-U-A-001,11/1/2025,2,4
P84057-02-C,11/1/2025,7,4
R93037-01,11/1/2025,3,4
D84018-03,11/1/2025,8,4
D70005-01-P,11/1/2025,1,4
D70002-01-S,11/1/2025,5,4
B121018-04,11/1/2025,8,4
B121017-01,11/1/2025,5,4
B121026-13,11/1/2025,6,4
D120010-01,11/1/2025,7,4
R120048-06,11/1/2025,4,4
R93043-01,11/1/2025,3,4
R120051-02,11/1/2025,5,4
R120046-06,11/1/2025,4,4
B83001-07,11/1/2025,4,4
B83001-04,11/1/2025,6,4
P141012-01-C,11/1/2025,20,4
R93019-04,11/1/2025,6,4
R93019-05,11/1/2025,2,4
R93019-02,11/1/2025,3,4
D97001-02,11/1/2025,6,4
D84009-01,11/1/2025,0,4
B66009-02,11/1/2025,49,4
P120001-05-C,11/1/2025,21,4
R120019-02,11/1/2025,6,4
R88036-03,11/1/2025,2,4
B15207-03,11/1/2025,15,4
B15203-05,11/1/2025,7,4
B15209-03,11/1/2025,15,4
B15210-07,11/1/2025,12,4
B15202-01,11/1/2025,9,4
B15210-03,11/1/2025,6,4
B15202-02,11/1/2025,8,4
B15207-06,11/1/2025,13,4
B15205-01,11/1/2025,8,4
B15212-04,11/1/2025,9,4
B15215-04,11/1/2025,4,4
B15212-03,11/1/2025,4,4
B15212-01,11/1/2025,10,4
B15211-02,11/1/2025,11,4
B15222-02,11/1/2025,8,4
B121001-05,11/1/2025,2,4
R88037-07,11/1/2025,2,4
P84043-04-C,11/1/2025,11,4
P84043-05-C,11/1/2025,8,4
P84020-03-C,11/1/2025,6,4
P84044-04-C,11/1/2025,0,4
R93005-01,11/1/2025,0,4
R88017-06,11/1/2025,6,4
R88017-01,11/1/2025,12,4
R141002-01,11/1/2025,0,4
R93014-05,11/1/2025,2,4
R120045-07,11/1/2025,8,4
R120045-08,11/1/2025,2,4
B86037-02,11/1/2025,6,4
B86029-02,11/1/2025,6,4
B86034-01,11/1/2025,3,4
P84067-02-C,11/1/2025,18,4
R120018-03,11/1/2025,5,4
P123007-01-C,11/1/2025,7,4
R88001-03,11/1/2025,0,4
R141019-06,11/1/2025,1,4
D119001-01,11/1/2025,14,4
D119015-02,11/1/2025,5,4
C97003-01,11/1/2025,4,4
C97005-03,11/1/2025,3,4
R120049-03,11/1/2025,3,4
F137001-03,11/1/2025,3,4
B86014-31,11/1/2025,24,3
B86019-04,11/1/2025,5,3
D86001-05,11/1/2025,9,3
B86018-29,11/1/2025,5,3
B86001-07,11/1/2025,4,3
B86011-01,11/1/2025,24,3
B86019-01,11/1/2025,12,3
B86011-33,11/1/2025,7,3
B86017-01,11/1/2025,2,3
B86017-07,11/1/2025,2,3
B86003-33,11/1/2025,10,3
B86009-31,11/1/2025,18,3
B86009-06,11/1/2025,12,3
B86020-30,11/1/2025,1,3
B86020-06,11/1/2025,1,3
B86103-21,11/1/2025,2,3
B86007-18,11/1/2025,0,3
B86020-02,11/1/2025,0,3
B86017-18,11/1/2025,2,3
B86020-18,11/1/2025,1,3
R141025-05,11/1/2025,4,3
R141025-07,11/1/2025,1,3
R120035-06,11/1/2025,2,3
R54015-02,11/1/2025,4,3
D154003-02,11/1/2025,0,3
D154002-02,11/1/2025,7,3
R93031-05,11/1/2025,1,3
R141006-06,11/1/2025,4,3
R141006-01,11/1/2025,4,3
R121001-03,11/1/2025,5,3
R93010-06,11/1/2025,4,3
R93012-09,11/1/2025,4,3
R88005-05,11/1/2025,1,3
R120038-05,11/1/2025,2,3
B60006-01,11/1/2025,0,3
01027841-013-U-W-000,11/1/2025,6,3
B84002-02,11/1/2025,30,3
R120052-04,11/1/2025,5,3
R93037-05,11/1/2025,2,3
R141007-06,11/1/2025,2,3
0118316-011-SM-S-006,11/1/2025,2,3
R141009-01,11/1/2025,0,3
R141009-05,11/1/2025,1,3
P56037-03-C,11/1/2025,9,3
B121025-04,11/1/2025,24,3
B121026-08,11/1/2025,11,3
B121018-05,11/1/2025,13,3
B121015-05,11/1/2025,12,3
B121020-04,11/1/2025,4,3
B121022-01,11/1/2025,9,3
P84012-03-C,11/1/2025,7,3
R120048-07,11/1/2025,1,3
R120044-05,11/1/2025,1,3
R93041-01,11/1/2025,2,3
R158001-19,11/1/2025,2,3
D155001-05,11/1/2025,5,3
R141017-08,11/1/2025,4,3
R141017-07,11/1/2025,3,3
R141017-01,11/1/2025,5,3
D150004-01,11/1/2025,1,3
B86041-01,11/1/2025,6,3
P141009-01-C,11/1/2025,18,3
P123011-02-C,11/1/2025,5,3
P123011-01-C,11/1/2025,4,3
P123009-04-C,11/1/2025,23,3
F147009-01,11/1/2025,5,3
P56014-01-C,11/1/2025,0,3
R93028-01,11/1/2025,0,3
R141012-07,11/1/2025,3,3
R141011-07,11/1/2025,0,3
00004556-002-QU-M-001-B1,11/1/2025,1,3
00004556-002-QU-M-001-B2,11/1/2025,1,3
00004556-002-QU-M-001-B3,11/1/2025,1,3
00004556-001-KI-W-001-B2,11/1/2025,0,3
00004556-001-KI-W-001-B1,11/1/2025,0,3
00004556-001-KI-W-001-B3,11/1/2025,0,3
P56074-01-C,11/1/2025,13,3
C83002-01,11/1/2025,1,3
P84046-02-C,11/1/2025,19,3
R88021-03,11/1/2025,1,3
D116001-01,11/1/2025,7,3
B66001-03,11/1/2025,20,3
R93042-01,11/1/2025,3,3
B15215-07,11/1/2025,18,3
B15215-01,11/1/2025,15,3
B15202-07,11/1/2025,10,3
B15202-05,11/1/2025,10,3
B15211-03,11/1/2025,11,3
B15205-05,11/1/2025,6,3
B15213-05,11/1/2025,6,3
B15208-03,11/1/2025,5,3
B15214-01,11/1/2025,2,3
B15213-06,11/1/2025,3,3
B15208-08,11/1/2025,22,3
B15213-04,11/1/2025,5,3
B15202-04,11/1/2025,5,3
B15224-02,11/1/2025,7,3
B15223-02,11/1/2025,6,3
B121001-03,11/1/2025,0,3
B121011-02,11/1/2025,4,3
B121013-05,11/1/2025,1,3
B121004-05,11/1/2025,1,3
R93040-01,11/1/2025,5,3
R88013-03,11/1/2025,1,3
P84055-04-C,11/1/2025,15,3
P84044-01-C,11/1/2025,6,3
R141014-06,11/1/2025,1,3
R120015-06,11/1/2025,4,3
R120015-05,11/1/2025,3,3
R120015-04,11/1/2025,2,3
R141029-01,11/1/2025,3,3
R88017-07,11/1/2025,2,3
R88018-06,11/1/2025,2,3
R88017-02,11/1/2025,9,3
D84008-02-Q6,11/1/2025,2,3
R120039-06,11/1/2025,3,3
R120039-07,11/1/2025,2,3
B86031-03,11/1/2025,6,3
B86034-03,11/1/2025,4,3
B86029-01,11/1/2025,4,3
B86028-02,11/1/2025,4,3
B86031-01,11/1/2025,6,3
B86033-01,11/1/2025,4,3
B86027-01,11/1/2025,5,3
B86029-03,11/1/2025,13,3
P84069-02-C,11/1/2025,21,3
P97001-02-C,11/1/2025,6,3
D140010-01,11/1/2025,4,3
R88036-05,11/1/2025,1,3
R88011-02,11/1/2025,0,3
D119007-02,11/1/2025,13,3
C97007-01,11/1/2025,5,3
C97009-01,11/1/2025,2,3
C97004-03,11/1/2025,1,3
C97004-02,11/1/2025,1,3
C97009-03,11/1/2025,2,3
F97011-03,11/1/2025,0,3
R93004-03,11/1/2025,2,3
P54010-01-C,11/1/2025,19,3
D62021-01,11/1/2025,8,3
D086001-03,11/1/2025,34,2
D086001-01,11/1/2025,19,2
B86016-09,11/1/2025,6,2
B86011-05,11/1/2025,15,2
B86012-32,11/1/2025,13,2
B86003-30,11/1/2025,26,2
B86010-04,11/1/2025,14,2
B86016-10,11/1/2025,2,2
B86020-10,11/1/2025,3,2
B86020-01,11/1/2025,2,2
B86003-17,11/1/2025,0,2
B86103-19,11/1/2025,0,2
B86101-18,11/1/2025,0,2
B86001-02,11/1/2025,0,2
B86103-06,11/1/2025,1,2
B86010-18,11/1/2025,0,2
B86103-02,11/1/2025,0,2
B86103-22,11/1/2025,0,2
B86017-17,11/1/2025,1,2
R141026-05,11/1/2025,1,2
R141026-06,11/1/2025,2,2
D12007-01,11/1/2025,3,2
TAPTST9BLS,11/1/2025,7,2
D78001-01,11/1/2025,0,2
R120005-04,11/1/2025,3,2
D121009-02,11/1/2025,121,2
R120042-07,11/1/2025,2,2
D154004-01,11/1/2025,6,2
P84053-01-C,11/1/2025,0,2
00004556-007-QU-S-007-B3,11/1/2025,0,2
00004556-007-QU-S-007-B2,11/1/2025,0,2
00004556-007-QU-S-007-B1,11/1/2025,0,2
R141006-05,11/1/2025,2,2
R88037-03,11/1/2025,2,2
R88037-01,11/1/2025,1,2
R88037-02,11/1/2025,0,2
B121028-01,11/1/2025,0,2
R93016-10,11/1/2025,2,2
R93022-02,11/1/2025,2,2
R93022-06,11/1/2025,2,2
R93032-08,11/1/2025,1,2
R93022-07,11/1/2025,3,2
R88005-01,11/1/2025,0,2
R120038-07,11/1/2025,3,2
R120038-08,11/1/2025,1,2
R120038-04,11/1/2025,3,2
R120053-01,11/1/2025,4,2
R151015-07,11/1/2025,2,2
R161016-08,11/1/2025,0,2
R151015-02,11/1/2025,4,2
D84021-02,11/1/2025,5,2
D84022-02,11/1/2025,2,2
R54014-03,11/1/2025,4,2
R54013-03,11/1/2025,3,2
R120052-02,11/1/2025,13,2
R93039-05,11/1/2025,0,2
R93039-07,11/1/2025,0,2
B125004-02,11/1/2025,0,2
0118316-011-MD-S-006,11/1/2025,1,2
0118316-011-LG-S-005,11/1/2025,1,2
0118316-011-MD-S-007,11/1/2025,1,2
0118316-011-LG-S-008,11/1/2025,0,2
D12006-01,11/1/2025,2,2
D140031-01,11/1/2025,23,2
P56036-01-C,11/1/2025,20,2
B121015-02,11/1/2025,0,2
B121015-01,11/1/2025,7,2
B121018-01,11/1/2025,7,2
B121019-02,11/1/2025,3,2
B121019-01,11/1/2025,4,2
B121020-01,11/1/2025,3,2
R120040-01,11/1/2025,3,2
R141013-05,11/1/2025,2,2
R141013-07,11/1/2025,3,2
D090009-01,11/1/2025,13,2
P84012-04-C,11/1/2025,5,2
00004556-004-KI-S-005-B1,11/1/2025,0,2
00004556-004-KI-S-002-B2,11/1/2025,0,2
00004556-004-KI-S-002-B1,11/1/2025,0,2
00004556-004-KI-S-005-B2,11/1/2025,0,2
00004556-004-QU-S-001-B2,11/1/2025,0,2
00004556-004-QU-S-001-B1,11/1/2025,0,2
R120048-08,11/1/2025,2,2
R120048-05,11/1/2025,2,2
R93043-06,11/1/2025,0,2
R93041-08,11/1/2025,0,2
R158001-18,11/1/2025,2,2
R158001-03,11/1/2025,1,2
R158001-14,11/1/2025,1,2
R158001-17,11/1/2025,2,2
R158001-05,11/1/2025,1,2
R141017-09,11/1/2025,2,2
R141017-03,11/1/2025,1,2
D150007-01,11/1/2025,4,2
P84063-01-C,11/1/2025,9,2
R120046-07,11/1/2025,2,2
R120046-05,11/1/2025,1,2
0118316-007-U-W-007,11/1/2025,0,2
R141005-08,11/1/2025,1,2
R141005-06,11/1/2025,3,2
D123002-01,11/1/2025,0,2
P123011-03-C,11/1/2025,6,2
R120016-08,11/1/2025,1,2
R88029-03,11/1/2025,1,2
R88029-01,11/1/2025,1,2
R88030-04,11/1/2025,1,2
R120036-02,11/1/2025,5,2
R120036-03,11/1/2025,3,2
T58013-03,11/1/2025,0,2
T58013-01,11/1/2025,27,2
R120047-01,11/1/2025,1,2
R171017-01,11/1/2025,3,2
R141011-08,11/1/2025,0,2
R141014-01,11/1/2025,1,2
0118316-015-U-W-004,11/1/2025,1,2
B15219-03,11/1/2025,3,2
B15218-03,11/1/2025,5,2
D121017-02,11/1/2025,0,2
D121020-02,11/1/2025,2,2
T58054-02,11/1/2025,19,2
B66004-02,11/1/2025,42,2
C79005-03,11/1/2025,4,2
T139007-01,11/1/2025,17,2
R93046-05,11/1/2025,1,2
R93045-07,11/1/2025,0,2
R120019-01,11/1/2025,4,2
P84065-01-C,11/1/2025,2,2
R93042-05,11/1/2025,1,2
R93042-07,11/1/2025,2,2
R88020-02,11/1/2025,3,2
R88020-01,11/1/2025,1,2
T58053-02,11/1/2025,23,2
B15205-04,11/1/2025,4,2
B15205-02,11/1/2025,6,2
D121021-03,11/1/2025,23,2
B121007-05,11/1/2025,5,2
B121001-04,11/1/2025,3,2
B121011-01,11/1/2025,2,2
B121004-02,11/1/2025,0,2
B121004-03,11/1/2025,1,2
B121004-01,11/1/2025,0,2
TP70002-02-Q4,11/1/2025,14,2
R141028-05,11/1/2025,1,2
R141027-06,11/1/2025,4,2
R93040-07,11/1/2025,1,2
R88037-08,11/1/2025,1,2
R88013-02,11/1/2025,1,2
R88013-01,11/1/2025,0,2
01027841-012-QU-W-001,11/1/2025,2,2
01027841-012-KI-W-001,11/1/2025,1,2
01027841-012-KI-B-001,11/1/2025,1,2
01027841-012-QU-A-001,11/1/2025,1,2
01027841-012-KI-A-001,11/1/2025,0,2
P84070-03-C,11/1/2025,9,2
R141001-06,11/1/2025,2,2
R120027-05,11/1/2025,1,2
R120027-02,11/1/2025,0,2
F148001-K,11/1/2025,3,2
T139003-01,11/1/2025,9,2
R141030-05,11/1/2025,3,2
aqoe-rustic-campmug,11/1/2025,56,2
R88018-08,11/1/2025,1,2
R88018-01,11/1/2025,6,2
R141003-08,11/1/2025,0,2
R141003-07,11/1/2025,0,2
R133002-03,11/1/2025,0,2
R93013-07,11/1/2025,0,2
R120039-05,11/1/2025,1,2
B86024-01,11/1/2025,4,2
B86027-02,11/1/2025,1,2
B86034-02,11/1/2025,2,2
B86036-01,11/1/2025,1,2
R141010-03,11/1/2025,7,2
R141010-02,11/1/2025,7,2
R141010-04,11/1/2025,8,2
P56057-02-C,11/1/2025,0,2
P56056-02-C,11/1/2025,0,2
R88023-03,11/1/2025,3,2
R88023-04,11/1/2025,2,2
R141019-05,11/1/2025,0,2
P81011-01-C,11/1/2025,0,2
C97009-02,11/1/2025,2,2
F97012-01,11/1/2025,0,2
UWWBASKTRLSMKOS,11/1/2025,3,2
R93004-04,11/1/2025,1,2
R93004-02,11/1/2025,1,2
R93004-05,11/1/2025,4,2
R120029-05,11/1/2025,1,2
R120049-07,11/1/2025,1,2
R120049-02,11/1/2025,3,2
0118316-005-U-S-004,11/1/2025,1,2
P54010-02-C,11/1/2025,38,2
F137001-05,11/1/2025,7,2
D62021-02,11/1/2025,6,2
D141001-07,11/1/2025,0,2
D141001-08,11/1/2025,1,2
R141011-03,11/1/2025,0,2
B86020-05,11/1/2025,5,1
B86020-27,11/1/2025,2,1
B86016-33,11/1/2025,3,1
B86018-04,11/1/2025,5,1
B86017-16,11/1/2025,2,1
B86020-19,11/1/2025,1,1
B86016-32,11/1/2025,6,1
B86003-02,11/1/2025,0,1
B86002-33,11/1/2025,12,1
B86001-16,11/1/2025,6,1
B86001-33,11/1/2025,3,1
B86019-33,11/1/2025,3,1
B86017-10,11/1/2025,2,1
B86020-07,11/1/2025,1,1
B86017-06,11/1/2025,2,1
B86017-26,11/1/2025,1,1
B86017-09,11/1/2025,1,1
B86017-08,11/1/2025,1,1
B86017-27,11/1/2025,1,1
B86020-04,11/1/2025,1,1
B86017-29,11/1/2025,1,1
B86020-29,11/1/2025,0,1
B86022-09,11/1/2025,0,1
B86014-18,11/1/2025,0,1
B86018-02,11/1/2025,0,1
B86103-07,11/1/2025,0,1
B86103-18,11/1/2025,1,1
B86011-17,11/1/2025,0,1
B86013-02,11/1/2025,0,1
B86103-24,11/1/2025,0,1
B86100-04,11/1/2025,0,1
B86103-25,11/1/2025,0,1
R120013-02,11/1/2025,2,1
R120035-05,11/1/2025,1,1
R120011-05,11/1/2025,0,1
R120005-08,11/1/2025,0,1
R120038-03,11/1/2025,1,1
R120037-03,11/1/2025,2,1
R120037-02,11/1/2025,2,1
P126009-01-C,11/1/2025,30,1
D153002-01,11/1/2025,0,1
D154002-01,11/1/2025,7,1
R133004-01,11/1/2025,0,1
P84047-01-C,11/1/2025,0,1
00004556-007-CK-S-007-B3,11/1/2025,0,1
00004556-007-KI-S-004-B3,11/1/2025,0,1
00004556-007-KI-S-004-B1,11/1/2025,0,1
00004556-007-KI-S-004-B2,11/1/2025,0,1
00004556-005-KI-S-004-B2,11/1/2025,1,1
00004556-005-KI-S-004-B3,11/1/2025,1,1
00004556-005-KI-S-004-B1,11/1/2025,1,1
00004556-006-KI-S-004-B3,11/1/2025,0,1
00004556-006-KI-S-004-B2,11/1/2025,0,1
00004556-006-KI-S-004-B1,11/1/2025,0,1
00004556-007-CK-S-007-B1,11/1/2025,0,1
00004556-007-CK-S-007-B2,11/1/2025,0,1
00004556-007-KI-S-002-B2,11/1/2025,0,1
00004556-007-KI-S-002-B1,11/1/2025,0,1
00004556-007-KI-S-002-B3,11/1/2025,0,1
B15216-03,11/1/2025,7,1
R93031-08,11/1/2025,0,1
R93024-04,11/1/2025,0,1
R121001-07,11/1/2025,1,1
R88037-04,11/1/2025,1,1
A65000-16,11/1/2025,1,1
A65000-06,11/1/2025,0,1
R93010-03,11/1/2025,2,1
R93010-02,11/1/2025,2,1
R93022-09,11/1/2025,1,1
R93016-02,11/1/2025,2,1
R93016-06,11/1/2025,6,1
R93022-04,11/1/2025,4,1
R93010-05,11/1/2025,5,1
R88005-04,11/1/2025,0,1
R88005-07,11/1/2025,0,1
D140020-01,11/1/2025,0,1
D140021-01,11/1/2025,24,1
R120053-10,11/1/2025,1,1
R120053-03,11/1/2025,1,1
R120053-08,11/1/2025,2,1
R120053-07,11/1/2025,1,1
R151015-08,11/1/2025,1,1
R151015-05,11/1/2025,1,1
R161016-07,11/1/2025,0,1
F151002-02,11/1/2025,1,1
F151001-02,11/1/2025,0,1
01027841-013-U-B-001,11/1/2025,1,1
P84057-03-C,11/1/2025,5,1
P122004-01-C,11/1/2025,0,1
R120052-03,11/1/2025,10,1
R93039-06,11/1/2025,0,1
R93036-05,11/1/2025,1,1
R93036-01,11/1/2025,1,1
R141008-06,11/1/2025,1,1
0118316-011-LG-S-007,11/1/2025,0,1
0118316-011-LG-S-006,11/1/2025,1,1
D140031-02,11/1/2025,16,1
P58015-02-C,11/1/2025,0,1
R141009-06,11/1/2025,1,1
R141009-07,11/1/2025,1,1
P56036-02-C,11/1/2025,6,1
B121027-01,11/1/2025,15,1
B121019-04,11/1/2025,4,1
B121025-01,11/1/2025,0,1
B121016-01,11/1/2025,0,1
B121020-02,11/1/2025,3,1
R141013-08,11/1/2025,1,1
R106005-04,11/1/2025,0,1
T139005-01,11/1/2025,6,1
P84010-02-C,11/1/2025,21,1
P84010-03-C,11/1/2025,10,1
00004556-004-KI-S-004-B1,11/1/2025,0,1
00004556-004-KI-S-004-B2,11/1/2025,0,1
R126002-04,11/1/2025,0,1
R120048-01,11/1/2025,1,1
R120044-08,11/1/2025,1,1
R120044-07,11/1/2025,1,1
R93041-06,11/1/2025,0,1
R93041-05,11/1/2025,0,1
R93041-07,11/1/2025,1,1
R93041-02,11/1/2025,1,1
R93043-07,11/1/2025,0,1
R93043-03,11/1/2025,4,1
R158001-02,11/1/2025,1,1
R158001-01,11/1/2025,1,1
T58023-01,11/1/2025,0,1
R141017-02,11/1/2025,1,1
R141017-06,11/1/2025,3,1
R120051-04,11/1/2025,1,1
R120051-03,11/1/2025,1,1
R120051-06,11/1/2025,1,1
R120051-01,11/1/2025,2,1
002560062-015-U-S-004,11/1/2025,1,1
R141004-08,11/1/2025,1,1
R141004-05,11/1/2025,1,1
R141004-07,11/1/2025,1,1
R120046-08,11/1/2025,1,1
A65075-01,11/1/2025,0,1
A65093-01,11/1/2025,0,1
A65099-01,11/1/2025,0,1
0118316-010-U-W-004,11/1/2025,1,1
0118316-010-U-W-008,11/1/2025,0,1
0118316-008-U-W-007,11/1/2025,0,1
0118316-010-U-W-006,11/1/2025,0,1
0118316-010-U-W-009,11/1/2025,0,1
D126001-06,11/1/2025,53,1
R121002-06,11/1/2025,1,1
R121002-05,11/1/2025,1,1
R141005-05,11/1/2025,2,1
R141005-07,11/1/2025,2,1
R120006-08,11/1/2025,0,1
R120006-07,11/1/2025,1,1
P123001-01-C,11/1/2025,10,1
P123001-03-C,11/1/2025,20,1
R120016-05,11/1/2025,1,1
R88029-02,11/1/2025,1,1
R88030-05,11/1/2025,0,1
R93035-05,11/1/2025,1,1
R93035-07,11/1/2025,1,1
R93033-06,11/1/2025,1,1
R93034-06,11/1/2025,2,1
D83002-02,11/1/2025,1,1
P68007-02-C,11/1/2025,1,1
P126010-02-C,11/1/2025,6,1
R120036-04,11/1/2025,1,1
R120036-01,11/1/2025,0,1
T58047-01,11/1/2025,0,1
T58046-01,11/1/2025,2,1
T58013-02,11/1/2025,46,1
T58013-04,11/1/2025,50,1
P56017-04-C,11/1/2025,0,1
T58011-01,11/1/2025,17,1
R93028-03,11/1/2025,0,1
R93028-02,11/1/2025,0,1
D115007-02,11/1/2025,3,1
R120047-06,11/1/2025,4,1
R120047-07,11/1/2025,2,1
R171017-05,11/1/2025,1,1
R171017-06,11/1/2025,1,1
R141011-06,11/1/2025,0,1
R141013-02,11/1/2025,1,1
R141012-05,11/1/2025,1,1
R141013-01,11/1/2025,0,1
R141013-03,11/1/2025,1,1
R141014-04,11/1/2025,0,1
R141012-06,11/1/2025,2,1
00004556-002-KI-W-001-B2,11/1/2025,1,1
00004556-002-KI-W-001-B3,11/1/2025,1,1
00004556-002-KI-W-001-B1,11/1/2025,1,1
00004556-002-KI-M-007-B1,11/1/2025,0,1
00004556-002-KI-M-007-B3,11/1/2025,0,1
00004556-002-KI-M-007-B2,11/1/2025,0,1
00004556-002-QU-W-001-B2,11/1/2025,0,1
00004556-002-QU-W-001-B3,11/1/2025,0,1
00004556-002-QU-W-001-B1,11/1/2025,0,1
00004556-002-QU-M-006-B2,11/1/2025,0,1
00004556-002-QU-M-006-B3,11/1/2025,0,1
00004556-002-QU-M-006-B1,11/1/2025,0,1
00004556-002-KI-M-006-B1,11/1/2025,1,1
00004556-002-KI-M-006-B3,11/1/2025,1,1
00004556-002-KI-M-006-B2,11/1/2025,1,1
00004556-002-KI-W-004-B3,11/1/2025,1,1
00004556-002-KI-W-004-B1,11/1/2025,1,1
00004556-002-KI-W-004-B2,11/1/2025,1,1
00004556-002-KI-M-002-B2,11/1/2025,0,1
00004556-002-KI-M-002-B3,11/1/2025,0,1
00004556-002-KI-M-002-B1,11/1/2025,0,1
00004556-002-KI-W-005-B1,11/1/2025,0,1
00004556-002-KI-W-007-B3,11/1/2025,0,1
00004556-002-KI-W-007-B1,11/1/2025,0,1
00004556-002-KI-W-007-B2,11/1/2025,0,1
00004556-002-KI-W-005-B2,11/1/2025,0,1
00004556-001-KI-W-004-B3,11/1/2025,0,1
00004556-001-KI-W-004-B2,11/1/2025,0,1
00004556-001-KI-W-004-B1,11/1/2025,0,1
00004556-002-KI-W-005-B3,11/1/2025,0,1
00004556-002-CK-W-001-B2,11/1/2025,0,1
00004556-002-CK-W-001-B1,11/1/2025,0,1
00004556-002-CK-W-001-B3,11/1/2025,0,1
00004556-002-CK-M-005-B1,11/1/2025,0,1
00004556-002-CK-M-005-B3,11/1/2025,0,1
00004556-002-CK-M-005-B2,11/1/2025,0,1
R158002-03,11/1/2025,2,1
R158002-01,11/1/2025,1,1
P68006-01-C,11/1/2025,8,1
T139008-02,11/1/2025,0,1
T139008-01,11/1/2025,0,1
R88021-04,11/1/2025,1,1
D121016-03,11/1/2025,1,1
D121017-03,11/1/2025,0,1
R114001-02,11/1/2025,0,1
R88031-05,11/1/2025,1,1
R61012-01,11/1/2025,1,1
R93046-06,11/1/2025,0,1
R93046-07,11/1/2025,1,1
R93044-05,11/1/2025,0,1
R93045-05,11/1/2025,0,1
R120002-04,11/1/2025,1,1
R120002-07,11/1/2025,0,1
R120019-05,11/1/2025,2,1
R120019-04,11/1/2025,3,1
R88036-02,11/1/2025,1,1
R88036-01,11/1/2025,1,1
B15215-08,11/1/2025,21,1
B15215-06,11/1/2025,8,1
B15202-03,11/1/2025,8,1
B15203-03,11/1/2025,3,1
B15205-03,11/1/2025,2,1
B15214-07,11/1/2025,1,1
B15201-04,11/1/2025,1,1
B15214-02,11/1/2025,0,1
B15213-03,11/1/2025,4,1
B15211-08,11/1/2025,12,1
B121012-05,11/1/2025,0,1
